Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,valid_link
963,60347507,ENERYDA,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-60347507/,Yes,"        Knob,          35 mm",Francis Cayouette,,,,True
964,60293566,STUBBARP,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/stubbarp-leg-black-brown-60293566/,Yes,        Leg,IKEA of Sweden,44.0,100.0,44.0,True
966,10351511,BESTÅ,Cabinets & cupboards,60.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-10351511/,Yes,"        Drawer frame,          60x15x40 cm",IKEA of Sweden,40.0,15.0,60.0,True
967,10299877,BESTÅ,Cabinets & cupboards,595.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-10299877/,Yes,"        TV bench,          180x40x64 cm","102.998.77 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.This furniture must be fixed to the wall with the enclosed wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 2 BESTÅ supporting legs.May be completed with SULARP legs. This TV bench requires 2 legs and 2 BESTÅ supporting legs.",40.0,64.0,180.0,True
968,90347515,ENERYDA,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-cup-handle-brass-colour-90347515/,Yes,"        Cup handle,          89 mm",Francis Cayouette,30.0,,22.0,True
970,30388636,HAVSTA,Cabinets & cupboards,895.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-white-30388636/,Yes,"        Glass-door cabinet,          81x35x123 cm",IKEA of Sweden,35.0,123.0,81.0,True
971,60334312,BILLSBRO,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-60334312/,No,"        Handle,          320 mm",H Preutz/A Fredriksson,,,,True
972,40245840,BESTÅ,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-40245840/,Yes,"        Frame,          60x40x128 cm",IKEA of Sweden,40.0,128.0,60.0,True
976,49265895,HAVSTA,Cabinets & cupboards,4580.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s49265895/,Yes,"        Storage comb w sliding glass doors,          242x47x212 cm",IKEA of Sweden,47.0,212.0,242.0,True
979,40296311,SINDVIK,Cabinets & cupboards,125.0,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,Yes,"        Glass door,          60x38 cm",Marcus Arvonen,,38.0,60.0,True
981,40348715,BESTÅ,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-runner-soft-closing-40348715/,No,"        Drawer runner, soft-closing",IKEA of Sweden,,,,True
983,20338411,BAGGANÄS,Cabinets & cupboards,50.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-20338411/,Yes,"        Handle,          335 mm",H Preutz/A Fredriksson,31.0,,9.0,True
985,50425987,KALLVIKEN,Cabinets & cupboards,135.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-drawer-front-dark-grey-concrete-effect-50425987/,No,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38.0,60.0,True
986,19291315,HÄLLAN,Cabinets & cupboards,375.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19291315/,No,"        Storage combination with doors,          45x47x92 cm",Jon Karlsson,47.0,92.0,45.0,True
987,50347503,ENERYDA,Cabinets & cupboards,17.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-50347503/,Yes,"        Knob,          20 mm",Francis Cayouette,,,,True
989,20245959,BESTÅ,Cabinets & cupboards,110.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245959/,Yes,"        Frame,          60x20x64 cm",IKEA of Sweden,20.0,64.0,60.0,True
990,19249406,HÄLLAN,Cabinets & cupboards,1400.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19249406/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0,True
992,40299885,BESTÅ,Cabinets & cupboards,475.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,Yes,"        TV bench,          120x40x64 cm","402.998.85 It’s easy to keep the cables from your TV and other devices out of sight but close at hand, as there are several cable outlets at the back of the TV bench.If you want to organise inside you can complement with BESTÅ interior fittings.Steady also on uneven floors, thanks to the adjustable feet.For safety reasons this TV bench shall not be hung on the wall.The TV bench must be fixed to the wall with the included wall fastener.This TV bench can take a max load of 50 kg on the top.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.May be completed with STALLARP, STUBBARP or NANNARP legs. This TV bench requires 4 legs and 1 BESTÅ supporting leg.May be completed with SULARP legs. This TV bench requires 2 legs and 1 BESTÅ supporting leg.",40.0,64.0,120.0,True
993,69265984,HAVSTA,Cabinets & cupboards,1540.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-with-doors-dark-brown-s69265984/,Yes,"        Storage combination with doors,          81x47x212 cm",IKEA of Sweden,47.0,212.0,81.0,True
994,69286806,BEKANT,Cabinets & cupboards,1000.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s69286806/,Yes,"        Storage unit with smart lock,          41x61 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,61.0,41.0,True
995,90338422,BAGGANÄS,Cabinets & cupboards,27.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-90338422/,Yes,"        Knob,          21 mm",H Preutz/A Fredriksson,24.0,,21.0,True
997,39276682,HÄLLAN,Cabinets & cupboards,2775.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s39276682/,No,"        Storage combination with doors,          135x47x192 cm",Jon Karlsson,47.0,192.0,135.0,True
998,49280754,BILLY / OXBERG,Cabinets & cupboards,1370.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-w-height-extension-ut-drs-white-s49280754/,Yes,"        Bookcase w height extension ut/drs,          160x30x237 cm",Gillis Lundgren/IKEA of Sweden,30.0,237.0,160.0,True
1003,20351515,BESTÅ,Cabinets & cupboards,75.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,"        Drawer frame,          60x25x40 cm",IKEA of Sweden,40.0,25.0,60.0,True
1004,10338416,BAGGANÄS,Cabinets & cupboards,27.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-black-10338416/,Yes,"        Knob,          20 mm",H Preutz/A Fredriksson,28.0,,20.0,True
1005,296313,SINDVIK,Cabinets & cupboards,150.0,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-00296313/,Yes,"        Glass door,          60x64 cm",Marcus Arvonen,,64.0,60.0,True
1006,30357003,KALLRÖR,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,No,"        Handle,          597 mm",IKEA of Sweden,38.0,,,True
1009,90291698,LAXVIKEN,Cabinets & cupboards,175.0,No old price,True,https://www.ikea.com/sa/en/p/laxviken-door-white-90291698/,No,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,True
1010,39297514,BESTÅ,Cabinets & cupboards,1470.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-and-drawers-white-lappviken-stubbarp-white-s39297514/,Yes,"        TV bench with doors and drawers,          240x42x74 cm",IKEA of Sweden,42.0,74.0,240.0,True
1014,79249328,HÄLLAN,Cabinets & cupboards,600.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s79249328/,No,"        Storage combination with doors,          45x47x117 cm",Jon Karlsson,47.0,117.0,45.0,True
1017,9265920,HAVSTA,Cabinets & cupboards,2980.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s09265920/,Yes,"        Storage combination w glass doors,          203x47x212 cm",IKEA of Sweden,47.0,212.0,203.0,True
1019,80295300,BESTÅ,Cabinets & cupboards,100.0,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-black-80295300/,Yes,"        Top panel for TV,          120x40 cm",IKEA of Sweden,40.0,,120.0,True
1021,19275235,HAVSTA,Cabinets & cupboards,3680.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19275235/,Yes,"        Storage comb w sliding glass doors,          243x47x212 cm",IKEA of Sweden,47.0,212.0,243.0,True
1026,59265965,HAVSTA,Cabinets & cupboards,4770.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s59265965/,Yes,"        Storage combination w glass-doors,          243x47x212 cm",IKEA of Sweden,47.0,212.0,243.0,True
1029,79286896,BEKANT,Cabinets & cupboards,1200.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s79286896/,Yes,"        Storage unit with smart lock,          41x101 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,41.0,True
1031,89249399,HÄLLAN,Cabinets & cupboards,1750.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89249399/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0,True
1033,50334303,BILLSBRO,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334303/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,,True
1034,70323600,BILLSBRO,Cabinets & cupboards,19.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,,True
1035,10364523,KALLVIKEN,Cabinets & cupboards,170.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,No,"        Door,          60x64 cm",IKEA of Sweden,,64.0,60.0,True
1036,50342478,HACKÅS,Cabinets & cupboards,50.0,No old price,False,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-50342478/,No,"        Handle,          300 mm",J Löfgren/J Pettersson,18.0,,24.0,True
1038,50323597,BILLSBRO,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-50323597/,No,"        Handle,          320 mm",H Preutz/A Fredriksson,,,,True
1039,50370353,MOSSARYD,Cabinets & cupboards,29.0,No old price,True,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-black-50370353/,No,"        Drop handle,          49 mm",Francis Cayouette,18.0,,,True
1042,99234255,HEMNES,Cabinets & cupboards,2666.0,"SR 2,985",True,https://www.ikea.com/sa/en/p/hemnes-storage-combination-w-doors-drawers-white-stained-clear-glass-s99234255/,Yes,"        Storage combination w doors/drawers,          188x197 cm",Carina Bengs,37.0,197.0,188.0,True
1044,10357004,KALLRÖR,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,No,"        Handle,          405 mm",IKEA of Sweden,38.0,,,True
1046,30338420,BAGGANÄS,Cabinets & cupboards,22.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-30338420/,Yes,"        Knob,          13 mm",H Preutz/A Fredriksson,24.0,,13.0,True
1047,30428901,EKET,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/eket-glass-door-clear-glass-30428901/,No,"        Glass door,          32x32 cm",304.289.01 Transforms a single open cube in the EKET series into a display case.Protects the things you love and minimises the need to dust.Tempered glass is more impact resistant than ordinary glass and the surface is easy to clean.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack or break. Avoid bumps from the side - this is where the glass is most vulnerable.,,32.0,32.0,True
1050,50334317,BILLSBRO,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334317/,Yes,"        Handle,          520 mm",H Preutz/A Fredriksson,,,,True
1054,10323599,BILLSBRO,Cabinets & cupboards,69.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-10323599/,Yes,"        Handle,          2220 mm",H Preutz/A Fredriksson,,,,True
1055,10363632,HÄLLAN,Cabinets & cupboards,50.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-pair-of-legs-white-10363632/,No,"        Pair of legs,          29 cm",Jon Karlsson,2.0,29.0,45.0,True
1058,29336356,EKET,Cabinets & cupboards,125.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-white-s29336356/,Yes,"        Wall cabinet with glass door,          35x25x35 cm",IKEA of Sweden/Jon Karlsson,25.0,35.0,35.0,True
1059,29336380,EKET,Cabinets & cupboards,384.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-grey-white-s29336380/,Yes,"        Wall-mounted storage combination,          105x35x70 cm",IKEA of Sweden/Jon Karlsson,35.0,70.0,105.0,True
1068,338407,BAGGANÄS,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-00338407/,Yes,"        Handle,          143 mm",H Preutz/A Fredriksson,31.0,,9.0,True
1070,20334314,BILLSBRO,Cabinets & cupboards,15.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-20334314/,No,"        Handle,          40 mm",H Preutz/A Fredriksson,,,,True
1071,50293604,BESTÅ,Cabinets & cupboards,15.0,No old price,True,https://www.ikea.com/sa/en/p/besta-supporting-leg-grey-50293604/,No,"        Supporting leg,          10 cm",IKEA of Sweden,,10.0,,True
1072,80339790,HACKÅS,Cabinets & cupboards,17.0,No old price,True,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,No,"        Knob,          15 mm",J Löfgren/J Pettersson,18.0,,24.0,True
1075,70370352,MOSSARYD,Cabinets & cupboards,29.0,No old price,True,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-stainless-steel-colour-70370352/,No,"        Drop handle,          49 mm",Francis Cayouette,18.0,,,True
1076,40348895,ÖSTERNÄS,Cabinets & cupboards,70.0,No old price,True,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-40348895/,No,"        Leather handle,          153 mm",H Preutz/A Fredriksson,,,25.0,True
1077,49329331,BESTÅ,Cabinets & cupboards,890.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-lappviken-black-brown-clear-glass-s49329331/,Yes,"        TV bench,          180x42x39 cm",IKEA of Sweden/Marcus Arvonen,42.0,39.0,180.0,True
1078,59336374,EKET,Cabinets & cupboards,139.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-white-s59336374/,Yes,"        Wall cabinet with glass door,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0,True
1081,59286963,BEKANT,Cabinets & cupboards,1350.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s59286963/,Yes,"        Storage unit with smart lock,          61x101 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,61.0,True
1083,69329387,EKET,Cabinets & cupboards,210.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-2-drawers-white-s69329387/,Yes,"        Wall cabinet with 2 drawers,          35x35x35 cm",IKEA of Sweden,35.0,35.0,35.0,True
1084,79275138,HAVSTA,Cabinets & cupboards,2235.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-white-s79275138/,Yes,"        Storage combination,          142x47x212 cm",IKEA of Sweden,47.0,212.0,142.0,True
1087,9329390,EKET,Cabinets & cupboards,777.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-s09329390/,Yes,"        Wall-mounted cabinet combination,          175x35x70 cm",Jon Karlsson/IKEA of Sweden,35.0,70.0,175.0,True
1090,29282532,BEKANT,Cabinets & cupboards,1105.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s29282532/,Yes,"        Storage unit on castors,          41x101 cm",Eva Lilja Löwenhielm,45.0,101.0,41.0,True
1093,40291851,HANVIKEN,Cabinets & cupboards,50.0,No old price,True,https://www.ikea.com/sa/en/p/hanviken-drawer-front-white-40291851/,Yes,"        Drawer front,          60x26 cm",Marcus Arvonen,,26.0,60.0,True
1095,60428990,NORRÅKER,Café furniture,295.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bench-birch-60428990/,No,"        Bench,          103 cm",J Karlsson/N Karlsson,,45.0,29.0,True
