Category,Name,Image Path,Description,Style
Tables-desks,Table,database/images\Tables-&-desks---------Table----------70x70-cm.jpg,"A square café table with a sleek and stable design that’s perfect for casual chit chat and a bite to eat whether in a smaller kitchen, office or conference setting.",Modern
Tables-desks,Extendable-table,database/images\Tables-&-desks---------Extendable-table----------152223x95-cm.jpg,"This spacious, wood dining table has a traditional feel and will soon become a natural gathering place in your home. The sturdy construction and smooth extension mechanism make it a long-lasting favourite.",Bohemian
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------235x100-cm.jpg,A durable dining set that makes it easy to have big dinners. The solid wood holds up well over time and will endure all the family meals and activities around the table.,Modern
Tables-desks,Storage-unit-with-smart-lock,database/images\Tables-&-desks---------Storage-unit-with-smart-lock----------41x61-cm.jpg,"With a flexible storage unit on castors, you can easily move and always have your things close at hand. And you can put the most important things in the drawer with a smart lock when you leave the office.",Modern
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------125-cm.jpg,This table suits many people from the minimalist to the family demanding everyday strength and durability. Put it in the kitchen or in the dining room. The clean design combines well with many styles.,Scandinavian
Tables-desks,Extendable-table,database/images\Tables-&-desks---------Extendable-table----------155215x87-cm.jpg,It’s easy to extend when guests arrive – the legs of the table stay in the corner so everyone sits just as comfortably. A traditional look with details like turned legs give it that little extra.,Modern
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------120180-cm.jpg,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",Scandinavian
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------130190x80-cm.jpg,The simple design of this dining table will blend seamlessly into your dining area. And the smooth and simple extension lets you extend your dinner invitation without worrying about fitting everyone in.,Scandinavian
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------180240-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Tables-desks,Table,database/images\Tables-&-desks---------Table----------200x90-cm.jpg,"YPPERLIG table is a modern version of the traditional Scandinavian plank table. It has a stable metal underframe and 3 planks which comes in a flat-pack, making it easier to bring home.",Modern
Tables-desks,Bar-table,database/images\Tables-&-desks---------Bar-table----------70-cm.jpg,"A round bar table with a sleek and stable design that’s perfect for casual chit chat and a bite to eat whether in a bar, restaurant, smaller kitchen or office setting.",Modern
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------125x74-cm.jpg,Each table expresses straightforward Scandinavian design in birch with varying grain patterns and natural colour shifts. Approved for public use – so you know it can handle eager children and wild friends.,Bohemian
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------155215-cm.jpg,Solid wood is a hardwearing natural material.,Bohemian
Tables-desks,Extendable-table,database/images\Tables-&-desks---------Extendable-table----------180240x90-cm.jpg,A durable dining table that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.,Modern
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------138-cm.jpg,"Small, neat dimensions make the table easy to furnish with, even when space is limited.",Modern
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------180240-cm.jpg,A durable dining set that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.,Modern
Tables-desks,Underframe-for-table-top,database/images\Tables-&-desks---------Underframe-for-table-top----------160x80-cm.jpg,10 year guarantee. Read about the terms in the guarantee brochure.,Modern
Tables-desks,Bar-table,database/images\Tables-&-desks---------Bar-table----------140x80-cm.jpg,NORDVIKEN bar table is just the right height for conversation. A drawer and two hooks on the side put things you need at the table close at hand. There is a comfy NORDVIKEN bar chair to go with it.,Modern
Tables-desks,Underframe-sitstand-f-table-tp-el,database/images\Tables-&-desks---------Underframe-sitstand-f-table-tp-el----------146x70-cm.jpg,10 year guarantee. Read about the terms in the guarantee brochure.,Modern
Tables-desks,Bar-table-and-2-bar-stools,database/images\Tables-&-desks---------Bar-table-and-2-bar-stools.jpg,You can hang essentials like your bag or jacket within convenient reach on the two hooks underneath the table top.,Minimalist
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------125x74-cm.jpg,Each table expresses straightforward Scandinavian design in birch with varying grain patterns and natural colour shifts. Approved for public use – so you know it can handle eager children and wild friends.,Bohemian
Tables-desks,Storage-unit-with-smart-lock,database/images\Tables-&-desks---------Storage-unit-with-smart-lock----------41x101-cm.jpg,"With a flexible storage unit on castors, you can easily move and always have your things close at hand. And you can put the most important things in the drawer with a smart lock when you leave the office.",Modern
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------240x105-cm.jpg,"The matte, velvety surface of this dining table invites you to feel its smoothness. It isn’t sensitive to fingerprints so go ahead and touch. Partners perfectly with VEDBO chair for a timeless look.",Traditional
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------180240-cm.jpg,A durable dining set that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.,Modern
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------152223x95-cm.jpg,This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 4 to 6 people and NORDVIKEN chair provides good comfort.,Bohemian
Tables-desks,Dining-table,database/images\Tables-&-desks---------Dining-table----------240x105-cm.jpg,"The matte, velvety surface of this dining table invites you to feel its smoothness. It isn’t sensitive to fingerprints so go ahead and touch. Partners perfectly with VEDBO chair for a timeless look.",Traditional
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------152223x95-cm.jpg,This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 4 to 6 people and NORDVIKEN chair provides good comfort.,Bohemian
Tables-desks,Table-and-4-chairs,database/images\Tables-&-desks---------Table-and-4-chairs----------120180-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Tables-desks,Bar-table-and-4-bar-stools,database/images\Tables-&-desks---------Bar-table-and-4-bar-stools.jpg,"The spacious bar table top gives plenty of space for eating, socialising but also for working.",Modern
Tables-desks,Table-and-6-chairs,database/images\Tables-&-desks---------Table-and-6-chairs----------235x100-cm.jpg,"Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood.",Bohemian
Trolleys,Trolley,database/images\Trolleys---------Trolley----------54x18x71-cm.jpg,"It fits in the smallest of bathrooms, but there’s plenty of space on the shelves for all your toiletries from shampoo bottles to soap and small items.",Modern
Trolleys,Trolley,database/images\Trolleys---------Trolley----------26x48x77-cm.jpg,An easy way to add shelf space to your bathroom so that you can organize and store your toiletries. This trolley rolls to where you need it and is sized for easy parking even in smaller spaces.,Modern
Trolleys,Trolley,database/images\Trolleys---------Trolley----------50.5x30x83-cm.jpg,"This trolley fits in the smallest of spaces and can be moved to wherever you need it. Use it as extra storage for all your kitchen utensils, desk accessories or for gloves, keys and mobile phones.",Modern
Trolleys,Trolley,database/images\Trolleys---------Trolley----------38x28-cm.jpg,"This trolley fits in the smallest of spaces and can be moved to wherever you need it. Use it as extra storage for all your kitchen utensils, desk accessories or for gloves, keys and mobile phones.",Modern
Trolleys,Trolley,database/images\Trolleys---------Trolley----------38x28-cm.jpg,"This trolley fits in the smallest of spaces and can be moved to wherever you need it. Use it as extra storage for all your kitchen utensils, desk accessories or for gloves, keys and mobile phones.",Modern
Trolleys,Trolley,database/images\Trolleys---------Trolley----------57x39x86-cm.jpg,"Perfect for storing those fruits and veggies that are happier outside the fridge. The steel mesh ventilates so food keeps longer. Also handy as extra storage in the hallway, bedroom or home office.",Modern
Trolleys,Kitchen-island-with-rack,database/images\Trolleys---------Kitchen-island-with-rack----------126x79x193-cm.jpg,Gather around the kitchen island! VADHOLMA is the home’s given meeting point and perfect when you cook together. Plenty of island and rack storage ‒ and the butcher block gives you a robust workspace.,Modern
Trolleys,Kitchen-trolley,database/images\Trolleys---------Kitchen-trolley----------100x43-cm.jpg,Gives you extra storage in your kitchen.,Modern
Trolleys,Kitchen-island,database/images\Trolleys---------Kitchen-island----------126x77-cm.jpg,"The TORNVIKEN series is ideal when you need more workspace, more storage ‒ more kitchen. Combine a kitchen island with shelves to create a rustic kitchen where you can cook together. Everyone can fit!",Scandinavian
Trolleys,Kitchen-island,database/images\Trolleys---------Kitchen-island----------72x52-cm.jpg,Easily-placed kitchen island with plenty of room for things like a microwave oven so you can use the space optimally. The backside is adapted for the cord and the sturdy drawer opens and closes easily.,Modern
Trolleys,Kitchen-trolley,database/images\Trolleys---------Kitchen-trolley----------60x40-cm.jpg,"Inspired by professionals, but adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage that provides the space needed for all creative home cooks.",Bohemian
Trolleys,Trolley,database/images\Trolleys---------Trolley----------85x55-cm.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",Scandinavian
Trolleys,Work-bench,database/images\Trolleys---------Work-bench----------120x63.5x92-cm.jpg,"The natural bamboo wood creates a warm and vibrant expression that is combined with simple glass and steel. The RIMFORSA series gives you clutter-free workspaces with durable, easy care materials.",Scandinavian
Trolleys,Kitchen-trolley,database/images\Trolleys---------Kitchen-trolley----------58x50-cm.jpg,Solid wood is a hardwearing natural material that you can sand and treat the surface as needed.,Bohemian
Trolleys,Work-bench,database/images\Trolleys---------Work-bench----------110x55-cm.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",Scandinavian
Trolleys,Kitchen-island,database/images\Trolleys---------Kitchen-island----------126x77-cm.jpg,"The TORNVIKEN series is ideal when you need more workspace, more storage ‒ more kitchen. Combine a kitchen island with shelves to create a rustic kitchen where you can cook together. Everyone can fit!",Scandinavian
Trolleys,Rack-for-kitchen-island,database/images\Trolleys---------Rack-for-kitchen-island.jpg,Gives you extra storage in your kitchen.,Modern
Trolleys,Kitchen-trolley,database/images\Trolleys---------Kitchen-trolley----------45x43x90-cm.jpg,"This trolley gives you more space to unload, serve and store things. Keep it stationary or move it to where you need it. The wood top creates a warm, rustic look.",Scandinavian
Trolleys,Chopping-board,database/images\Trolleys---------Chopping-board----------42x31-cm.jpg,"Easy-care, hardwearing bamboo chopping board that stays firmly in place, is easy to grip and is kind to your knives. Also nice to use for serving, as a pot stand or as a perfect fit over RÅSKOG trolley.",Modern
Trolleys,Kitchen-island,database/images\Trolleys---------Kitchen-island----------126x79x90-cm.jpg,Gather around the kitchen island! VADHOLMA is the home’s given meeting point and perfect when you cook together. Plenty of storage ‒ and the generous butcher block gives you a robust workspace.,Modern
Trolleys,Kitchen-island,database/images\Trolleys---------Kitchen-island----------72x52-cm.jpg,Easily-placed kitchen island with plenty of room for things like a microwave oven so you can use the space optimally. The backside is adapted for the cord and the sturdy drawer opens and closes easily.,Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------90x26x45-cm.jpg,"This LACK TV-bench is easy to match with other furnishings. Thanks to the unique construction, it’s easy to assemble, lift and place - and we can keep the prices down, so your spirits go up.",Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------180x41x53-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------160x42x45-cm.jpg,"With open storage it’s easier to get an overview, and with closed storage you can keep things nice and tidy. This TV bench has both, and an adjustable shelf in each section too.",Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------150x36x54-cm.jpg,"Since the doors allow signals to get through from your remote control, your electronic equipment will get along well with FJÄLLBO. Probably you too – the open back makes it easy to manage cables.",Modern
TV-media-furniture,TV-storage-combinationglass-doors,database/images\TV-&-media-furniture---------TV-storage-combinationglass-doors----------320x41x190-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------100x36x53-cm.jpg,A TV bench without frills that can hold both your TV and all those accessories. The middle shelf in tempered glass gives the bench a light and airy expression.,Scandinavian
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------120x40x38-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with suspension rails. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------148x47x57-cm.jpg,"Sustainable beauty from sustainably-sourced solid pine, a natural and renewable material that gets more beautiful with each passing year. Like it? Combine with other products in the HEMNES series.",Bohemian
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------120x41x53-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,TV-storage-unit,database/images\TV-&-media-furniture---------TV-storage-unit----------183x39x147-cm.jpg,For all those TV-lovers! This black-brown TV storage unit holds screens up to 60 inches. You can place the shelves to the left or right – your choice. Cuddle up and start enjoying your favourite series.,Modern
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------160x40x50-cm.jpg,"A TV bench in walnut veneer with simplicity in focus. A retro-classic for modern needs. Choose to keep the doors, or rather hatches, open or closed. When folded up, they disappear under the top panel.",Traditional
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------202x36x175-cm.jpg,"This robust metal unit provides a perfect home for the TV and all your beloved objects. The dark metal creates a vintagy, industrial feel and is a perfect match with other products in the VITTSJÖ series.",Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------250x36x95-cm.jpg,An airy combination with space for a TV and other things. The metal gives an industrial feel and the solid wood makes every piece of furniture unique. With the open back it’s easy to access power sockets.,Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------326x197-cm.jpg,"Sustainable beauty from sustainably-sourced solid pine, a natural and renewable material that gets more beautiful with each passing year. Like it? Combine with other products in the HEMNES series.",Bohemian
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------180x41x49-cm.jpg,BESTÅ TV bench provides a home for your TV and storage for the gadgets that belong to it. With spacious drawers there’s plenty of space to keep TV games and accessories organised. And it looks tidy too!,Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------180x41x190-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,Cabinet,database/images\TV-&-media-furniture---------Cabinet----------119x63-cm.jpg,"A lightweight, durable cabinet in white metal that fits almost anywhere – in a living room or a home office. Tall legs make cleaning easier, and behind the lockable doors you can store what you hold dear.",Scandinavian
TV-media-furniture,Cabinet-combination-for-TV,database/images\TV-&-media-furniture---------Cabinet-combination-for-TV----------180x40x170-cm.jpg,BESTÅ TV storage combinations provide a home for your TV and storage for the gadgets you need for all the activities around it. Hide the clutter and display your favourite things in one magnificent combo!,Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------336x41x95-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------300x36x175-cm.jpg,This robust metal unit provides a perfect home for the TV and all your beloved objects. The top/bottom panels are black-brown on one side and black on the other so you can pick the look that suits you.,Modern
TV-media-furniture,TV-storage-combination,database/images\TV-&-media-furniture---------TV-storage-combination----------200x41x95-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,Shelf,database/images\TV-&-media-furniture---------Shelf----------56x16-cm.jpg,"With separate shelves, you can customise your storage solution. Only you know how many shelves it takes and how they should be organised to fulfil your storage needs.",Modern
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x40x192-cm.jpg,"A simple frame can be the start of something great. Complemented with more units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------120x40x64-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with suspension rails. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,TV-storage-combinationglass-doors,database/images\TV-&-media-furniture---------TV-storage-combinationglass-doors----------276x41x95-cm.jpg,"When it’s tidy by the TV it’s easier to indulge in your favourite TV series. Keep your games, controls and accessories in the large drawers and feed the cables through the outlets in the back.",Modern
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x20x38-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with a suspension rail. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,Drill-template,database/images\TV-&-media-furniture---------Drill-template.jpg,Get it right the first time. This handy template helps you align and mark the position of the drill holes for precision mounting of knobs and handles.,Modern
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------21-mm.jpg,"Knobs and handles are like icing on the cake. Enhance the style you like, refresh the look of doors and drawers, coordinate with the rest of your home – a simple change can make a big difference.",Scandinavian
TV-media-furniture,Top-panel-for-TV,database/images\TV-&-media-furniture---------Top-panel-for-TV----------120x40-cm.jpg,A top panel in tempered black glass makes your storage solution more uniform and more durable if you want to put things on top. This version also has a cable outlet for easy cable management.,Modern
TV-media-furniture,Glass-shelf,database/images\TV-&-media-furniture---------Glass-shelf----------56x16-cm.jpg,"Make your things float in the air. Well, almost. With tempered glass shelves you get a storage solution that’s both airy and organised at the same time.",Modern
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x40x38-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with a suspension rail. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,Storage-combination-with-doors,database/images\TV-&-media-furniture---------Storage-combination-with-doors----------180x42x112-cm.jpg,Go ahead and put things aside for a while! A sideboard combination gives you plenty of space to store things and a surface to create an attractive display - or to unload serving dishes while you eat.,Modern
TV-media-furniture,Door,database/images\TV-&-media-furniture---------Door----------60x64-cm.jpg,"A door with attitude for your BESTÅ storage solution. With the textured surface, you create a modern piece of furniture that protects your things – and spares you from the clutter.",Bohemian
TV-media-furniture,Drawer-front,database/images\TV-&-media-furniture---------Drawer-front----------60x26-cm.jpg,"KALLVIKEN dark grey is front with a subtly textured, concrete finish. It adds a modern, industrial look to your storage. Complement with GLASSVIK glass doors.",Bohemian
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x40x128-cm.jpg,"A simple frame can be the start of something great. Complemented with more units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------180x40x64-cm.jpg,"A simple frame can be the start of something great. Place this TV bench on the floor or put it on legs. Add units, organise with shelves, drawers or doors. The possibilities are endless.",Scandinavian
TV-media-furniture,Drawer-front,database/images\TV-&-media-furniture---------Drawer-front----------60x26-cm.jpg,"LAPPVIKEN white front has a sleek, simple design. It gives your storage a light, modern look and offers good quality at a low price. Complement with SINDVIK glass doors.",Scandinavian
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------27-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------100-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. HACKÅS knobs and handles are smooth to the touch and easy to grip, and give your home a fresh, modern look.",Contemporary
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------213-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. Stainless steel KALLRÖR handles with softly rounded, clean lines enhance the modern expression of your home.",Modern
TV-media-furniture,Door,database/images\TV-&-media-furniture---------Door----------60x64-cm.jpg,"LAPPVIKEN white front has a sleek, simple design. It gives your storage a light, modern look and offers good quality at a low price. Complement with SINDVIK glass doors.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------2220-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Cup-handle,database/images\TV-&-media-furniture---------Cup-handle----------89-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
TV-media-furniture,Leather-handle,database/images\TV-&-media-furniture---------Leather-handle----------65-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. ÖSTERNÄS leather handles add a warm, personal touch to your home giving it character and a natural look.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------120-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Door,database/images\TV-&-media-furniture---------Door----------60x64-cm.jpg,"KALLVIKEN dark grey is front with a subtly textured, concrete finish. It adds a modern, industrial look to your storage. Complement with GLASSVIK glass doors.",Bohemian
TV-media-furniture,Drawer-front,database/images\TV-&-media-furniture---------Drawer-front----------60x26-cm.jpg,"SELSVIKEN black front has a sleek, simple design with a high-gloss surface that's durable and easy to clean. It adds an elegant and modern look to your storage. Complement with GLASSVIK glass doors.",Minimalist
TV-media-furniture,Soft-closingpush-open-hinge,database/images\TV-&-media-furniture---------Soft-closingpush-open-hinge.jpg,"Can a cabinet door make everyday living in a home more comfortable? Yes! Thanks to these hinges, the door closes softly or can be pushed open. You choose, they can do both.",Transitional
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------143-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. The BAGGANÄS series offers a timeless, clean look that complements both modern and traditional style homes.",Traditional
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x20x64-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with a suspension rail. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------20-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------21-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. The BAGGANÄS series offers a timeless, clean look that complements both modern and traditional style homes.",Traditional
TV-media-furniture,Frame,database/images\TV-&-media-furniture---------Frame----------60x40x64-cm.jpg,"A simple frame can be the start of something great. Place on the floor or wall-mount with a suspension rail. Add units, organise with shelves or put on legs. The possibilities for good storage are endless.",Scandinavian
TV-media-furniture,TV-bench,database/images\TV-&-media-furniture---------TV-bench----------120x40x64-cm.jpg,"A simple frame can be the start of something great. Place this TV bench on the floor or put it on legs. Add units, organise with shelves, drawers or doors. The possibilities are endless.",Scandinavian
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------112-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------40-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------15-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. HACKÅS knobs and handles are smooth to the touch and easy to grip, and give your home a fresh, modern look.",Contemporary
TV-media-furniture,Knob,database/images\TV-&-media-furniture---------Knob----------20-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. The BAGGANÄS series offers a timeless, clean look that complements both modern and traditional style homes.",Traditional
TV-media-furniture,Doordrawer-front,database/images\TV-&-media-furniture---------Doordrawer-front----------60x38-cm.jpg,"KALLVIKEN dark grey is front with a subtly textured, concrete finish. It adds a modern, industrial look to your storage. Complement with GLASSVIK glass doors.",Bohemian
TV-media-furniture,Door,database/images\TV-&-media-furniture---------Door----------60x64-cm.jpg,"SELSVIKEN white front has a sleek, simple design with a high-gloss surface that's durable and easy to clean. It adds a fresh and modern look to your storage. Complement with GLASSVIK glass doors.",Minimalist
TV-media-furniture,Glass-door,database/images\TV-&-media-furniture---------Glass-door----------60x64-cm.jpg,SINDVIK black-brown with clear glass front blends perfectly with our BESTÅ black-brown frame. Its clean lines and simple design enhances the beauty of your finest items. It matches both traditional and modern fronts.,Scandinavian
TV-media-furniture,Drawer-frame,database/images\TV-&-media-furniture---------Drawer-frame----------60x15x40-cm.jpg,"Remote controls, ear plugs and books. BESTÅ drawer frame creates space for both small stuff and bigger things. If you complete with inserts, your drawers will be organised too.",Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------335-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. The BAGGANÄS series offers a timeless, clean look that complements both modern and traditional style homes.",Traditional
TV-media-furniture,Doordrawer-front,database/images\TV-&-media-furniture---------Doordrawer-front----------60x38-cm.jpg,"SELSVIKEN black front has a sleek, simple design with a high-gloss surface that's durable and easy to clean. It adds an elegant and modern look to your storage. Complement with GLASSVIK glass doors.",Minimalist
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------40-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Drawer-runner-soft-closing,database/images\TV-&-media-furniture---------Drawer-runner-soft-closing.jpg,"Isn’t it great when it feels like the drawers are floating on clouds? These runners are also soft-closing. Smart, right?",Modern
TV-media-furniture,Supporting-leg,database/images\TV-&-media-furniture---------Supporting-leg----------10-cm.jpg,"Heavy things? With supporting legs, you will get an even more stable storage solution that handles almost everything. And they are almost invisible too (as long as you don't lie flat on the floor).",Modern
TV-media-furniture,Handle,database/images\TV-&-media-furniture---------Handle----------120-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
TV-media-furniture,Drop-handle,database/images\TV-&-media-furniture---------Drop-handle----------49-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. MOSSARYD drop handles catch your eye and create a warm, personal expression in your home.",Scandinavian
